Unnamed: 0.1,Unnamed: 0,TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD_SCENARIO,transaction_type,Merged Fraud,Month
1496296,1496296,1496296,2023-06-06 06:05:11,3866,8870,593.74,13500311,156,Legitimate Transaction,0,Legitimate Transaction,6
1553001,1553001,1553001,2023-06-12 02:28:56,1531,9155,445.79,14005736,162,Legitimate Transaction,0,Legitimate Transaction,6
833541,833541,833541,2023-03-28 19:37:05,1850,1894,58.66,7501025,86,Legitimate Transaction,0,Legitimate Transaction,3
1113662,1113662,1113662,2023-04-27 06:50:00,4606,3705,735.58,10047000,116,Legitimate Transaction,0,Legitimate Transaction,4
564047,564047,564047,2023-02-28 15:42:47,322,551,350.52,5067767,58,Legitimate Transaction,0,Legitimate Transaction,2
539754,539754,539754,2023-02-26 08:14:40,3008,7370,66.32,4868080,56,Legitimate Transaction,0,Legitimate Transaction,2
1514965,1514965,1514965,2023-06-08 05:00:32,3131,6749,85.08,13669232,158,Legitimate Transaction,0,Legitimate Transaction,6
110063,110063,110063,2023-01-12 11:48:50,1483,4472,23.54,992930,11,Legitimate Transaction,0,Legitimate Transaction,1
817709,817709,817709,2023-03-27 08:45:39,1055,2090,306.8,7375539,85,Legitimate Transaction,0,Legitimate Transaction,3
481353,481353,481353,2023-02-20 05:36:33,4749,523,32.93,4340193,50,Legitimate Transaction,0,Legitimate Transaction,2
1013291,1013291,1013291,2023-04-16 14:14:05,3360,1608,107.35,9123245,105,Legitimate Transaction,0,Legitimate Transaction,4
1417588,1417588,1417588,2023-05-28 18:18:45,748,4494,164.97,12766725,147,Legitimate Transaction,0,Legitimate Transaction,5
980905,980905,980905,2023-04-13 08:51:22,3970,5246,165.56,8844682,102,Legitimate Transaction,0,Legitimate Transaction,4
929112,929112,929112,2023-04-07 16:58:47,4561,629,203.65,8355527,96,Legitimate Transaction,0,Legitimate Transaction,4
540532,540532,540532,2023-02-26 09:26:24,2649,8388,354.67,4872384,56,Legitimate Transaction,0,Legitimate Transaction,2
565460,565460,565460,2023-02-28 18:50:46,3431,8453,771.86,5079046,58,Legitimate Transaction,0,Legitimate Transaction,2
1524518,1524518,1524518,2023-06-09 04:47:53,3475,8203,212.27,13754873,159,Legitimate Transaction,0,Legitimate Transaction,6
553207,553207,553207,2023-02-27 13:45:13,3748,9682,76.54,4974313,57,Legitimate Transaction,0,Legitimate Transaction,2
1730798,1730798,1730798,2023-06-30 12:44:34,3194,9261,77.72,15597874,180,Legitimate Transaction,0,Legitimate Transaction,6
221825,221825,221825,2023-01-24 05:43:18,3490,9124,186.96,2007798,23,Legitimate Transaction,0,Legitimate Transaction,1
1043853,1043853,1043853,2023-04-19 17:43:29,4639,9027,674.46,9395009,108,Legitimate Transaction,0,Legitimate Transaction,4
1102736,1102736,1102736,2023-04-26 02:25:11,1507,9205,580.8,9944711,115,Legitimate Transaction,0,Legitimate Transaction,4
700650,700650,700650,2023-03-15 03:40:46,4835,120,931.0,6320446,73,Legitimate Transaction,0,Legitimate Transaction,3
586320,586320,586320,2023-03-03 05:54:48,2524,5373,178.3,5291688,61,Legitimate Transaction,0,Legitimate Transaction,3
1166078,1166078,1166078,2023-05-02 13:39:43,837,6680,23.61,10503583,121,Legitimate Transaction,0,Legitimate Transaction,5
1198280,1198280,1198280,2023-05-05 22:23:13,7,2063,289.95,10794193,124,Legitimate Transaction,0,Legitimate Transaction,5
1034329,1034329,1034329,2023-04-18 17:47:34,3065,8641,288.25,9308854,107,Legitimate Transaction,0,Legitimate Transaction,4
785010,785010,785010,2023-03-23 17:41:39,3223,3485,1259.25,7062099,81,Fraudulent Transaction Internet,1,Fraudulent Transaction,3
1472828,1472828,1472828,2023-06-03 14:45:45,3262,5795,487.91,13272345,153,Legitimate Transaction,0,Legitimate Transaction,6
569653,569653,569653,2023-03-01 10:01:44,4044,1681,691.37,5133704,59,Legitimate Transaction,0,Legitimate Transaction,3
880362,880362,880362,2023-04-02 16:07:13,80,1712,34.17,7920433,91,Legitimate Transaction,0,Legitimate Transaction,4
1193970,1193970,1193970,2023-05-05 12:22:45,3955,1085,159.73,10758165,124,Legitimate Transaction,0,Legitimate Transaction,5
926559,926559,926559,2023-04-07 12:47:53,2999,7930,1406.11,8340473,96,Fraudulent Transaction Internet,1,Fraudulent Transaction,4
595510,595510,595510,2023-03-04 04:39:44,2695,9059,540.21,5373584,62,Legitimate Transaction,0,Legitimate Transaction,3
1549714,1549714,1549714,2023-06-11 14:46:45,3140,2241,548.47,13963605,161,Legitimate Transaction,0,Legitimate Transaction,6
1110989,1110989,1110989,2023-04-26 18:26:29,3282,8575,396.36,10002389,115,Legitimate Transaction,0,Legitimate Transaction,4
514373,514373,514373,2023-02-23 13:25:42,2739,7841,573.02,4627542,53,Legitimate Transaction,0,Legitimate Transaction,2
61924,61924,61924,2023-01-07 11:19:28,2834,9697,434.34,559168,6,Legitimate Transaction,0,Legitimate Transaction,1
1496772,1496772,1496772,2023-06-06 07:05:20,4659,1718,575.45,13503920,156,Legitimate Transaction,0,Legitimate Transaction,6
540648,540648,540648,2023-02-26 09:36:23,4641,4401,465.32,4872983,56,Legitimate Transaction,0,Legitimate Transaction,2
582716,582716,582716,2023-03-02 15:21:34,2629,7708,21.79,5239294,60,Legitimate Transaction,0,Legitimate Transaction,3
1158892,1158892,1158892,2023-05-01 18:16:57,1532,6662,308.43,10433817,120,Legitimate Transaction,0,Legitimate Transaction,5
1664470,1664470,1664470,2023-06-23 13:41:35,789,5801,471.29,14996495,173,Legitimate Transaction,0,Legitimate Transaction,6
225997,225997,225997,2023-01-24 12:35:32,4906,5194,437.73,2032532,23,Legitimate Transaction,0,Legitimate Transaction,1
1449862,1449862,1449862,2023-06-01 08:45:43,1343,9253,984.48,13077943,151,Legitimate Transaction,0,Legitimate Transaction,6
668240,668240,668240,2023-03-11 14:21:37,4396,9111,1418.24,6013297,69,Fraudulent Transaction Internet,1,Fraudulent Transaction,3
1507692,1507692,1507692,2023-06-07 09:30:55,1076,2999,80.63,13599055,157,Legitimate Transaction,0,Legitimate Transaction,6
1249188,1249188,1249188,2023-05-11 08:55:01,95,353,1263.25,11264101,130,Fraudulent Transaction Internet,1,Fraudulent Transaction,5
516592,516592,516592,2023-02-23 17:16:44,1711,5822,1008.72,4641404,53,Fraudulent Transaction Internet,1,Fraudulent Transaction,2
900821,900821,900821,2023-04-04 18:53:13,49,7769,25.98,8103193,93,Legitimate Transaction,0,Legitimate Transaction,4
1296112,1296112,1296112,2023-05-16 07:34:22,4739,6592,437.16,11691262,135,Legitimate Transaction,0,Legitimate Transaction,5
757943,757943,757943,2023-03-21 01:27:56,2340,1323,444.19,6830876,79,Legitimate Transaction,0,Legitimate Transaction,3
1363100,1363100,1363100,2023-05-23 07:23:35,2070,1113,252.5,12295415,142,Fraudulent Transaction retailer,1,Fraudulent Transaction,5
1515721,1515721,1515721,2023-06-08 06:52:02,3152,7212,185.63,13675922,158,Legitimate Transaction,0,Legitimate Transaction,6
523702,523702,523702,2023-02-24 13:00:58,3792,4174,618.89,4712458,54,Legitimate Transaction,0,Legitimate Transaction,2
28531,28531,28531,2023-01-03 21:22:40,3125,6473,504.04,249760,2,Legitimate Transaction,0,Legitimate Transaction,1
685065,685065,685065,2023-03-13 11:07:52,3258,2151,118.44,6174472,71,Legitimate Transaction,0,Legitimate Transaction,3
746058,746058,746058,2023-03-19 16:17:21,4429,7375,178.83,6711441,77,Legitimate Transaction,0,Legitimate Transaction,3
1567670,1567670,1567670,2023-06-13 12:49:57,2475,9067,541.44,14129397,163,Legitimate Transaction,0,Legitimate Transaction,6
1090384,1090384,1090384,2023-04-24 15:09:35,249,7377,181.58,9817775,113,Legitimate Transaction,0,Legitimate Transaction,4
480825,480825,480825,2023-02-20 03:54:00,3936,3863,453.61,4334040,50,Legitimate Transaction,0,Legitimate Transaction,2
784351,784351,784351,2023-03-23 16:12:14,995,5724,122.26,7056734,81,Legitimate Transaction,0,Legitimate Transaction,3
75745,75745,75745,2023-01-08 19:33:05,4543,9428,189.05,675185,7,Legitimate Transaction,0,Legitimate Transaction,1
1571363,1571363,1571363,2023-06-13 20:08:42,1010,7956,251.69,14155722,163,Legitimate Transaction,0,Legitimate Transaction,6
81325,81325,81325,2023-01-09 12:07:20,4106,6566,374.1,734840,8,Legitimate Transaction,0,Legitimate Transaction,1
622372,622372,622372,2023-03-06 18:20:37,2194,2386,589.04,5595637,64,Legitimate Transaction,0,Legitimate Transaction,3
1441480,1441480,1441480,2023-05-31 10:20:33,3677,532,7.91,12997233,150,Legitimate Transaction,0,Legitimate Transaction,5
1213118,1213118,1213118,2023-05-07 12:26:47,1781,2631,1396.21,10931207,126,Fraudulent Transaction Internet,1,Fraudulent Transaction,5
860281,860281,860281,2023-03-31 15:00:32,2852,3959,727.21,7743632,89,Legitimate Transaction,0,Legitimate Transaction,3
143686,143686,143686,2023-01-15 23:03:01,2321,7793,1177.07,1292581,14,Fraudulent Transaction Internet,1,Fraudulent Transaction,1
850521,850521,850521,2023-03-30 14:46:46,69,6254,617.84,7656406,88,Legitimate Transaction,0,Legitimate Transaction,3
1189572,1189572,1189572,2023-05-05 04:07:35,2556,1932,19.71,10728455,124,Legitimate Transaction,0,Legitimate Transaction,5
42020,42020,42020,2023-01-05 10:14:48,2481,9039,979.33,382488,4,Legitimate Transaction,0,Legitimate Transaction,1
1560868,1560868,1560868,2023-06-12 17:14:23,494,9484,878.8,14058863,162,Legitimate Transaction,0,Legitimate Transaction,6
1226504,1226504,1226504,2023-05-08 20:20:56,2670,5183,587.66,11046056,127,Legitimate Transaction,0,Legitimate Transaction,5
126893,126893,126893,2023-01-14 07:56:24,2333,3903,534.63,1151784,13,Legitimate Transaction,0,Legitimate Transaction,1
398805,398805,398805,2023-02-11 12:33:59,3598,6488,22.99,3587639,41,Legitimate Transaction,0,Legitimate Transaction,2
505733,505733,505733,2023-02-22 14:26:03,108,6165,363.76,4544763,52,Legitimate Transaction,0,Legitimate Transaction,2
5615,5615,5615,2023-01-01 13:16:14,3522,3722,493.25,47774,0,Legitimate Transaction,0,Legitimate Transaction,1
1699900,1699900,1699900,2023-06-27 09:24:58,124,9827,237.22,15326698,177,Legitimate Transaction,0,Legitimate Transaction,6
4831,4831,4831,2023-01-01 12:08:25,2385,7907,233.75,43705,0,Legitimate Transaction,0,Legitimate Transaction,1
1198155,1198155,1198155,2023-05-05 21:31:47,1252,4006,879.86,10791107,124,Legitimate Transaction,0,Legitimate Transaction,5
1723227,1723227,1723227,2023-06-29 15:45:53,3918,9686,546.94,15522353,179,Legitimate Transaction,0,Legitimate Transaction,6
160930,160930,160930,2023-01-17 16:34:29,69,5784,450.19,1442069,16,Legitimate Transaction,0,Legitimate Transaction,1
1643915,1643915,1643915,2023-06-21 12:01:13,3860,7715,247.03,14817673,171,Legitimate Transaction,0,Legitimate Transaction,6
419433,419433,419433,2023-02-13 14:44:18,3824,8865,821.58,3768258,43,Legitimate Transaction,0,Legitimate Transaction,2
803370,803370,803370,2023-03-25 16:01:45,2305,4876,1117.67,7228905,83,Fraudulent Transaction DAB,1,Fraudulent Transaction,3
848161,848161,848161,2023-03-30 11:26:09,2891,7881,528.78,7644369,88,Legitimate Transaction,0,Legitimate Transaction,3
1306660,1306660,1306660,2023-05-17 09:10:05,3626,1374,621.33,11783405,136,Legitimate Transaction,0,Legitimate Transaction,5
1698652,1698652,1698652,2023-06-27 07:15:57,4184,4822,331.64,15318957,177,Legitimate Transaction,0,Legitimate Transaction,6
1120992,1120992,1120992,2023-04-27 19:18:14,2389,588,270.02,10091894,116,Legitimate Transaction,0,Legitimate Transaction,4
1739352,1739352,1739352,2023-07-01 11:19:28,3102,5403,25.98,15679168,181,Legitimate Transaction,0,Legitimate Transaction,7
1694383,1694383,1694383,2023-06-26 15:27:19,2911,8929,34.23,15262039,176,Legitimate Transaction,0,Legitimate Transaction,6
1139591,1139591,1139591,2023-04-29 17:59:26,744,959,392.36,10259966,118,Legitimate Transaction,0,Legitimate Transaction,4
772070,772070,772070,2023-03-22 11:49:16,3876,7246,437.26,6954556,80,Legitimate Transaction,0,Legitimate Transaction,3
1150956,1150956,1150956,2023-05-01 04:01:37,2700,9178,546.15,10382497,120,Legitimate Transaction,0,Legitimate Transaction,5
1580704,1580704,1580704,2023-06-14 19:12:31,4197,2921,326.4,14238751,164,Legitimate Transaction,0,Legitimate Transaction,6
1748520,1748520,1748520,2023-07-02 10:55:50,1875,6393,221.4,15764150,182,Legitimate Transaction,0,Legitimate Transaction,7
928796,928796,928796,2023-04-07 16:21:45,128,7152,935.86,8353305,96,Legitimate Transaction,0,Legitimate Transaction,4
1425185,1425185,1425185,2023-05-29 14:17:24,1322,1068,307.42,12838644,148,Legitimate Transaction,0,Legitimate Transaction,5
288717,288717,288717,2023-01-31 04:16:27,3576,2966,233.39,2607387,30,Legitimate Transaction,0,Legitimate Transaction,1
1290602,1290602,1290602,2023-05-15 13:38:20,3834,5555,584.95,11626700,134,Legitimate Transaction,0,Legitimate Transaction,5
1362427,1362427,1362427,2023-05-23 05:59:08,1744,6818,750.79,12290348,142,Legitimate Transaction,0,Legitimate Transaction,5
796337,796337,796337,2023-03-25 03:21:05,2956,7325,172.63,7183265,83,Legitimate Transaction,0,Legitimate Transaction,3
45428,45428,45428,2023-01-05 15:14:45,447,4380,723.95,400485,4,Legitimate Transaction,0,Legitimate Transaction,1
299094,299094,299094,2023-02-01 06:30:47,3677,7332,37.29,2701847,31,Legitimate Transaction,0,Legitimate Transaction,2
1374149,1374149,1374149,2023-05-24 09:57:54,1820,7405,784.4,12391074,143,Legitimate Transaction,0,Legitimate Transaction,5
574544,574544,574544,2023-03-01 17:59:23,1465,1749,84.73,5162363,59,Legitimate Transaction,0,Legitimate Transaction,3
1173589,1173589,1173589,2023-05-03 10:42:53,3723,736,344.65,10579373,122,Legitimate Transaction,0,Legitimate Transaction,5
315676,315676,315676,2023-02-02 18:02:32,4251,6006,1180.93,2829752,32,Fraudulent Transaction Internet,1,Fraudulent Transaction,2
324115,324115,324115,2023-02-03 15:46:36,288,3215,1370.63,2907996,33,Fraudulent Transaction Internet,1,Fraudulent Transaction,2
1036944,1036944,1036944,2023-04-19 06:12:03,1837,6537,324.9,9353523,108,Legitimate Transaction,0,Legitimate Transaction,4
311814,311814,311814,2023-02-02 11:37:53,1257,7040,610.76,2806673,32,Legitimate Transaction,0,Legitimate Transaction,2
1340623,1340623,1340623,2023-05-20 17:46:33,4722,1146,181.01,12073593,139,Legitimate Transaction,0,Legitimate Transaction,5
1723805,1723805,1723805,2023-06-29 16:54:23,405,5090,498.0,15526463,179,Legitimate Transaction,0,Legitimate Transaction,6
1560359,1560359,1560359,2023-06-12 16:13:41,540,7083,699.61,14055221,162,Legitimate Transaction,0,Legitimate Transaction,6
241575,241575,241575,2023-01-26 07:06:24,4737,7968,176.79,2185584,25,Legitimate Transaction,0,Legitimate Transaction,1
943720,943720,943720,2023-04-09 10:10:32,2020,8042,26.12,8503832,98,Legitimate Transaction,0,Legitimate Transaction,4
273390,273390,273390,2023-01-29 11:48:50,1066,2484,348.6,2461730,28,Legitimate Transaction,0,Legitimate Transaction,1
1677777,1677777,1677777,2023-06-25 00:13:55,3668,4679,307.73,15120835,175,Legitimate Transaction,0,Legitimate Transaction,6
1284796,1284796,1284796,2023-05-15 01:01:39,3984,5529,784.56,11581299,134,Legitimate Transaction,0,Legitimate Transaction,5
32046,32046,32046,2023-01-04 09:45:18,1252,2185,527.11,294318,3,Legitimate Transaction,0,Legitimate Transaction,1
17406,17406,17406,2023-01-02 16:58:42,3460,5848,244.62,147522,1,Legitimate Transaction,0,Legitimate Transaction,1
1535619,1535619,1535619,2023-06-10 08:19:37,1507,1075,333.32,13853977,160,Legitimate Transaction,0,Legitimate Transaction,6
1006674,1006674,1006674,2023-04-15 21:06:51,4979,9189,1274.99,9061611,104,Fraudulent Transaction Internet,1,Fraudulent Transaction,4
1116177,1116177,1116177,2023-04-27 10:56:32,3666,4631,202.74,10061792,116,Legitimate Transaction,0,Legitimate Transaction,4
437688,437688,437688,2023-02-15 13:28:29,773,4910,219.17,3936509,45,Legitimate Transaction,0,Legitimate Transaction,2
1002586,1002586,1002586,2023-04-15 12:29:40,3620,4625,159.44,9030580,104,Legitimate Transaction,0,Legitimate Transaction,4
1617200,1617200,1617200,2023-06-18 15:15:24,1706,2787,75.54,14570124,168,Legitimate Transaction,0,Legitimate Transaction,6
1050440,1050440,1050440,2023-04-20 12:46:31,4054,3780,8.91,9463591,109,Legitimate Transaction,0,Legitimate Transaction,4
805582,805582,805582,2023-03-26 00:23:31,1006,6611,1082.79,7259011,84,Fraudulent Transaction Internet,1,Fraudulent Transaction,3
838293,838293,838293,2023-03-29 10:59:54,100,4241,66.22,7556394,87,Legitimate Transaction,0,Legitimate Transaction,3
1332805,1332805,1332805,2023-05-20 03:13:05,1438,8927,120.68,12021185,139,Legitimate Transaction,0,Legitimate Transaction,5
136532,136532,136532,2023-01-15 08:04:25,3000,9618,358.32,1238665,14,Legitimate Transaction,0,Legitimate Transaction,1
142747,142747,142747,2023-01-15 18:35:58,1828,2933,606.41,1276558,14,Legitimate Transaction,0,Legitimate Transaction,1
1465552,1465552,1465552,2023-06-02 19:19:15,4962,2952,665.5,13202355,152,Legitimate Transaction,0,Legitimate Transaction,6
931710,931710,931710,2023-04-08 05:13:15,3371,3378,450.78,8399595,97,Legitimate Transaction,0,Legitimate Transaction,4
927807,927807,927807,2023-04-07 14:45:11,4692,1219,488.41,8347511,96,Legitimate Transaction,0,Legitimate Transaction,4
1351000,1351000,1351000,2023-05-21 19:56:54,4318,6394,1586.06,12167814,140,Fraudulent Transaction Internet,1,Fraudulent Transaction,5
889725,889725,889725,2023-04-03 15:35:41,4802,9652,23.89,8004941,92,Legitimate Transaction,0,Legitimate Transaction,4
544351,544351,544351,2023-02-26 14:54:46,4931,4884,394.43,4892086,56,Legitimate Transaction,0,Legitimate Transaction,2
724747,724747,724747,2023-03-17 13:01:54,2305,6597,379.54,6526914,75,Legitimate Transaction,0,Legitimate Transaction,3
181440,181440,181440,2023-01-19 19:52:10,1197,9024,1020.72,1626730,18,Fraudulent Transaction Internet,1,Fraudulent Transaction,1
1464936,1464936,1464936,2023-06-02 17:38:35,1892,8275,816.74,13196315,152,Legitimate Transaction,0,Legitimate Transaction,6
925690,925690,925690,2023-04-07 11:36:51,1666,8056,32.44,8336211,96,Legitimate Transaction,0,Legitimate Transaction,4
1433494,1433494,1433494,2023-05-30 12:29:07,4266,1465,624.15,12918547,149,Legitimate Transaction,0,Legitimate Transaction,5
814028,814028,814028,2023-03-26 18:31:09,1668,4507,272.57,7324269,84,Legitimate Transaction,0,Legitimate Transaction,3
1250767,1250767,1250767,2023-05-11 11:12:26,503,1978,57.37,11272346,130,Legitimate Transaction,0,Legitimate Transaction,5
823827,823827,823827,2023-03-27 19:07:24,4440,3199,167.91,7412844,85,Legitimate Transaction,0,Legitimate Transaction,3
752438,752438,752438,2023-03-20 11:24:27,1481,4155,114.6,6780267,78,Legitimate Transaction,0,Legitimate Transaction,3
512536,512536,512536,2023-02-23 10:41:03,3700,7348,433.21,4617663,53,Legitimate Transaction,0,Legitimate Transaction,2
1504123,1504123,1504123,2023-06-06 20:12:36,964,6876,521.89,13551156,156,Legitimate Transaction,0,Legitimate Transaction,6
1181010,1181010,1181010,2023-05-04 07:07:00,1022,426,1353.05,10652820,123,Fraudulent Transaction Internet,1,Fraudulent Transaction,5
540495,540495,540495,2023-02-26 09:22:52,998,825,96.42,4872172,56,Legitimate Transaction,0,Legitimate Transaction,2
785898,785898,785898,2023-03-23 20:29:41,191,6608,634.65,7072181,81,Legitimate Transaction,0,Legitimate Transaction,3
1375009,1375009,1375009,2023-05-24 11:10:11,2714,3258,57.44,12395411,143,Legitimate Transaction,0,Legitimate Transaction,5
1169008,1169008,1169008,2023-05-02 19:28:22,4385,1717,216.07,10524502,121,Legitimate Transaction,0,Legitimate Transaction,5
912628,912628,912628,2023-04-06 06:07:20,2669,4195,201.3,8230040,95,Fraudulent Transaction DAB,1,Fraudulent Transaction,4
1552644,1552644,1552644,2023-06-11 23:18:50,2492,1917,460.77,13994330,161,Legitimate Transaction,0,Legitimate Transaction,6
1117722,1117722,1117722,2023-04-27 13:13:32,524,1304,187.09,10070012,116,Legitimate Transaction,0,Legitimate Transaction,4
438559,438559,438559,2023-02-15 14:42:29,2025,6526,682.88,3940949,45,Legitimate Transaction,0,Legitimate Transaction,2
454864,454864,454864,2023-02-17 10:20:07,1952,5832,66.19,4098007,47,Legitimate Transaction,0,Legitimate Transaction,2
792118,792118,792118,2023-03-24 13:28:55,349,8275,1034.48,7133335,82,Fraudulent Transaction Internet,1,Fraudulent Transaction,3
657857,657857,657857,2023-03-10 13:13:44,558,2774,728.01,5922824,68,Legitimate Transaction,0,Legitimate Transaction,3
565319,565319,565319,2023-02-28 18:23:44,638,3545,688.88,5077424,58,Legitimate Transaction,0,Legitimate Transaction,2
255217,255217,255217,2023-01-27 13:23:16,213,4979,729.33,2294596,26,Legitimate Transaction,0,Legitimate Transaction,1
1611061,1611061,1611061,2023-06-18 04:52:59,3612,9429,3.06,14532779,168,Legitimate Transaction,0,Legitimate Transaction,6
895412,895412,895412,2023-04-04 09:55:25,2645,2945,595.68,8070925,93,Legitimate Transaction,0,Legitimate Transaction,4
623466,623466,623466,2023-03-06 23:56:48,4838,4393,238.76,5615808,64,Legitimate Transaction,0,Legitimate Transaction,3
1599945,1599945,1599945,2023-06-16 19:35:14,4827,6023,852.32,14412914,166,Legitimate Transaction,0,Legitimate Transaction,6
1220115,1220115,1220115,2023-05-08 08:44:38,2359,862,359.06,11004278,127,Legitimate Transaction,0,Legitimate Transaction,5
423364,423364,423364,2023-02-14 05:23:32,1724,9211,599.03,3821012,44,Legitimate Transaction,0,Legitimate Transaction,2
262504,262504,262504,2023-01-28 10:08:10,2672,1538,10.04,2369290,27,Legitimate Transaction,0,Legitimate Transaction,1
1626307,1626307,1626307,2023-06-19 14:18:17,534,3951,109.89,14653097,169,Legitimate Transaction,0,Legitimate Transaction,6
1729396,1729396,1729396,2023-06-30 10:45:30,1377,3941,2.78,15590730,180,Legitimate Transaction,0,Legitimate Transaction,6
1150278,1150278,1150278,2023-04-30 22:51:08,3258,2875,352.26,10363868,119,Legitimate Transaction,0,Legitimate Transaction,4
750164,750164,750164,2023-03-20 07:54:29,4673,5542,626.34,6767669,78,Legitimate Transaction,0,Legitimate Transaction,3
1130319,1130319,1130319,2023-04-28 18:37:20,4812,7452,912.16,10175840,117,Legitimate Transaction,0,Legitimate Transaction,4
565469,565469,565469,2023-02-28 18:54:02,4035,9174,616.02,5079242,58,Legitimate Transaction,0,Legitimate Transaction,2
957415,957415,957415,2023-04-10 16:34:36,4582,1364,1219.67,8613276,99,Fraudulent Transaction Internet,1,Fraudulent Transaction,4
1255316,1255316,1255316,2023-05-11 19:18:17,531,7316,217.9,11301497,130,Legitimate Transaction,0,Legitimate Transaction,5
232574,232574,232574,2023-01-25 08:16:37,2316,3841,648.4,2103397,24,Legitimate Transaction,0,Legitimate Transaction,1
450926,450926,450926,2023-02-16 21:20:54,4157,3296,923.28,4051254,46,Legitimate Transaction,0,Legitimate Transaction,2
1749970,1749970,1749970,2023-07-02 13:02:52,698,3242,423.85,15771772,182,Legitimate Transaction,0,Legitimate Transaction,7
1452115,1452115,1452115,2023-06-01 12:06:07,4783,7713,1143.48,13089967,151,Fraudulent Transaction Internet,1,Fraudulent Transaction,6
1501439,1501439,1501439,2023-06-06 14:16:40,1714,2535,168.75,13529800,156,Legitimate Transaction,0,Legitimate Transaction,6
5693,5693,5693,2023-01-01 13:22:15,3673,6340,818.48,48135,0,Legitimate Transaction,0,Legitimate Transaction,1
968243,968243,968243,2023-04-11 20:27:03,3934,8326,118.57,8713623,100,Legitimate Transaction,0,Legitimate Transaction,4
1476948,1476948,1476948,2023-06-04 05:53:07,4320,9970,2.02,13326787,154,Legitimate Transaction,0,Legitimate Transaction,6
846302,846302,846302,2023-03-30 08:38:00,1007,3341,736.09,7634280,88,Legitimate Transaction,0,Legitimate Transaction,3
304696,304696,304696,2023-02-01 15:32:43,1268,9759,913.32,2734363,31,Legitimate Transaction,0,Legitimate Transaction,2
504946,504946,504946,2023-02-22 13:13:24,1219,1641,787.12,4540404,52,Legitimate Transaction,0,Legitimate Transaction,2
437027,437027,437027,2023-02-15 12:35:59,848,1197,109.64,3933359,45,Legitimate Transaction,0,Legitimate Transaction,2
1105092,1105092,1105092,2023-04-26 08:56:17,3857,2121,397.37,9968177,115,Legitimate Transaction,0,Legitimate Transaction,4
391345,391345,391345,2023-02-10 15:46:19,4830,3970,314.34,3512779,40,Legitimate Transaction,0,Legitimate Transaction,2
137443,137443,137443,2023-01-15 09:36:53,4567,343,191.55,1244213,14,Legitimate Transaction,0,Legitimate Transaction,1
1018428,1018428,1018428,2023-04-17 07:28:25,1257,4000,285.57,9185305,106,Legitimate Transaction,0,Legitimate Transaction,4
1064541,1064541,1064541,2023-04-22 01:12:13,4141,8329,752.93,9594733,111,Legitimate Transaction,0,Legitimate Transaction,4
447563,447563,447563,2023-02-16 13:41:00,2989,1259,92.69,4023660,46,Legitimate Transaction,0,Legitimate Transaction,2
1466678,1466678,1466678,2023-06-03 03:16:48,2040,4837,499.71,13231008,153,Legitimate Transaction,0,Legitimate Transaction,6
